organisationid,companyname,EntryType,ProductType,productid,productname,producername,awardname,winecolour,tastingcategory,tastingnotes,alcoholpercentage,countryname,organisationaddressid,contactid,categoryreference,categorysubtype,orderproductref,orderrefid,eventrefid,,Spirit type/ grape
100865,Arcus AS,On Line,Spirits,10201499,Gammel Dansk Chili & Lakrids Shot,Arcus AS,Silver,,Bitters - Digestive - Flavoured - Chilli and Liquorice,,32,Denmark,10141019,10141020,17a,Bitters,18685,3736,22,,Bitters
100865,Arcus AS,On Line,Spirits,10201506,Gammel Dansk Bitter Dram,Arcus AS,Bronze,,Bitters - Digestive (Potable) - 11-44%,,38,Denmark,10141019,10141020,17a,Bitters,18683,3736,22,,Bitters
112252,Lignell & Piispanen,On Line,Spirits,10203918,Bitter 1852,Lignell & Piispanen,Bronze,,Bitters - Digestive (Potable) - 11-44%,,22,Finland,10049146,515565,17b,Bitters,19184,3855,22,,Bitters
116618,Semper Idem Underberg GmbH,On Line,Spirits,10167902,Underberg,Semper Idem Underberg GmbH,Silver Outstanding,,Bitters - Digestive (Potable) - 11-44%,,44,Germany,218575,10093403,17a,Bitters,11703,2416,22,,Bitters
118798,Uwe Müller GmbH & Co KG,On Line,Spirits,10187007,Domritter Boonekamp,Uwe Müller GmbH & Co KG,Gold,,Bitters - Digestive (Potable) - 11-44%,,44,Germany,220917,10187004,17a,Bitters,15900,3141,22,,Bitters
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10187040,Amaro Romanetti 30%,Eckerts Wacholder Brennerei GmbH,Silver,,Bitters - Digestive (Potable) - 11-44%,,30,Germany,10185112,515547,17a,Bitters,15854,3136,22,,Bitters
103879,Campari America,On Line,Spirits,10177259,Aperol,Campari America,Silver,,Bitters - Digestive (Potable) - 11-44%,,11,Italy,204147,10177251,23k,Liqueurs,13492,2761,22,,Bitters
10108118,Venegazzu spa,On Line,Spirits,10191857,Amaro Negroni,Venegazzu spa,Gold,,Bitters - Digestive (Potable) - 11-44%,,25,Italy,10108119,10191854,17a,Bitters,16449,3238,22,,Bitters
10010714,Saint Roch s.r.l.,On Line,Spirits,10193087,Ebo Lebo Ottoz,Saint Roch s.r.l.,Silver,,Bitters - Digestive (Potable) - 11-44%,,36,Italy,10010715,10010716,17a,Bitters,16876,3354,22,,Bitters
10197259,Baldinini SRL,On Line,Spirits,10197265,Dibaldo Un Bitter Aperitivo Essenziale 2015,Baldinini SRL,Bronze,,Bitters - Digestive (Potable) - 11-44%,,21,Italy,10197260,10197261,17a,Bitters,18053,3590,22,,Bitters
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10197483,Bitterol Apertif,Casoni Fabbricazione Liquori Spa,Silver,Red,Bitters - Digestive (Potable) - 11-44%,,11,Italy,10185112,515547,17a,Bitters,17852,3546,22,,Bitters
10197664,Gruppo Montenegro,On Line,Spirits,10197672,Select Aperitivo,Gruppo Montenegro,Silver,,Bitters - Digestive (Potable) - 11-44%,,14,Italy,10197665,10197666,23q,Liqueurs,17093,3532,22,,Bitters
10197664,Gruppo Montenegro,On Line,Spirits,10197673,Amaro Montenegro,Gruppo Montenegro,Gold,,Bitters - Digestive (Potable) - 11-44%,,23,Italy,10197665,10197666,17a,Bitters,17092,3532,22,,Bitters
116356,Sazerac Company Inc,On Line,Spirits,10206077,Peychaud's Aperitivo,Sazerac Company Inc,Silver,,Bitters - Digestive (Potable) - 11-44%,,11,Italy,218299,520617,17a,Bitters,19394,3900,22,,Bitters
10051910,Latvijas balzams JSC,On Line,Spirits,10176369,Riga Black Balsam,Latvijas balzams JSC,Silver,,Bitters - Digestive - Fruit,,45,Latvia,10051911,10051909,17a,Bitters,12725,2596,22,,Bitters
10051910,Latvijas balzams JSC,On Line,Spirits,10176372,Riga Black Balsam Currant,Latvijas balzams JSC,Silver Outstanding,,Bitters - Digestive - Fruit,,30,Latvia,10051911,10051909,17a,Bitters,12728,2596,22,,Bitters
10051910,Latvijas balzams JSC,On Line,Spirits,10176373,Riga Black Balsam Element,Latvijas balzams JSC,Bronze,,Bitters - Digestive - Fruit,,40,Latvia,10051911,10051909,17a,Bitters,12730,2596,22,,Bitters
10169401,Oslo Håndverksdestilleri AS,On Line,Spirits,10169408,Marka Norwegian Bitter,Oslo Håndverksdestilleri AS,Silver,,Bitters - Digestive (Potable) - 11-44%,,35,Norway,10169402,10169403,17a,Bitters,12109,2478,22,,Bitters
10191858,Appenzeller Alpenbitter AG,On Line,Spirits,10191863,Appenzeller Alpenbitter,Appenzeller Alpenbitter AG,Silver Outstanding,,Bitters - Digestive (Potable) - 11-44%,,29,Switzerland,10191859,10191860,17a,Bitters,16403,3234,22,,Bitters
10191858,Appenzeller Alpenbitter AG,On Line,Spirits,10191864,Amarno - Amaro Alpino,Appenzeller Alpenbitter AG,Silver,,Bitters - Digestive (Potable) - 11-44%,,21,Switzerland,10191859,10191860,17a,Bitters,16391,3234,22,,Bitters
103827,Calvados Christian Drouin SAS,On Line,Spirits,10181044,Calvados Domfrontais Louis de Lauriston Hors d'Age,Les Chais Du Verger Normand,Silver Outstanding,,Calvados - Domfrontais - Hors d'Age - 1991,,42,France,10033030,515420,18d(ii),Calvados,14523,2941,22,,Calvados
103827,Calvados Christian Drouin SAS,On Line,Spirits,10181046,Calvados Christian Drouin Pay d'Auge 1987,Calvados Christian Drouin SAS,Silver,,Calvados - XO - Pays d'Auge - 15 - 20 Year Old,,42,France,10033030,515420,18d(i),Calvados,14516,2941,22,,Calvados
103827,Calvados Christian Drouin SAS,On Line,Spirits,10181047,Calvados Christian Drouin Pays d'Auge 1997,Calvados Christian Drouin SAS,Bronze,,Calvados - XO - Pays d'Auge - 15 - 20 Year Old,,42,France,10033030,515420,18d(i),Calvados,14512,2941,22,,Calvados
107273,Domaine du Coquerel SAS,On Line,Spirits,10185875,Calvados Coquerel VSOP,Domaine du Coquerel SAS,Bronze,,Calvados - VSOP - Pays d'Auge,,40,France,207768,10141134,18c(iii),Calvados,15615,3110,22,,Calvados
10012745,Spirit France Diffusion,On Line,Spirits,10191776,Grand Solage,Calvados Boulard,Bronze,,Calvados - VS - Pays d'Auge,,40,France,10135657,504589,18b(i),Calvados,16130,3243,22,,Calvados
107952,Emporia Brands Ltd,On Line,Spirits,10192076,Père Magloire Calvados VSOP,Emporia Brands Ltd,Silver,,Calvados - VSOP - Pays d'Auge,,40,France,208500,509565,18c(i),Calvados,16903,3310,22,,Calvados
107952,Emporia Brands Ltd,On Line,Spirits,10192098,Sainsbury's Taste the Difference Calvados XO,Emporia Brands Ltd,Silver,,Calvados - Pays d'Auge - 12 Year Old,,40,France,208500,509565,18d(i),Calvados,16900,3310,22,,Calvados
111693,La Martiniquaise,On Line,Spirits,10193078,Busnel XO,La Martiniquaise,Silver,,Calvados - Pays d'Auge - 12 Year Old,,40,France,10093366,10193075,18d(i),Calvados,17033,3346,22,,Calvados
111693,La Martiniquaise,On Line,Spirits,10193079,Busnel VSOP,La Martiniquaise,Silver,,Calvados - VSOP - Pays d'Auge,,40,France,10093366,10193075,18c(i),Calvados,17034,3346,22,,Calvados
105243,Château du Breuil SAS,On Line,Spirits,10193628,Calvados Pays d'Auge 20 ans - XO - Réserve des Seigneurs,Château du Breuil SAS,Silver,,Calvados - XO - Pays d'Auge - 15 - 20 Year Old,,41,France,205575,506256,18d(i),Calvados,17112,3384,22,,Calvados
105243,Château du Breuil SAS,On Line,Spirits,10193630,Château du Breuil Calvados Pays d'Auge VSOP,Château du Breuil SAS,Silver,,Calvados - VSOP - Pays d'Auge,,40,France,205575,506256,18c(i),Calvados,17109,3384,22,,Calvados
105243,Château du Breuil SAS,On Line,Spirits,10193631,Château du Breuil Calvados Pays d'Auge Fine,Château du Breuil SAS,Bronze,,Calvados - Fine - Pays d'Auge,,40,France,205575,506256,18a(i),Calvados,17107,3384,22,,Calvados
105243,Château du Breuil SAS,On Line,Spirits,10193632,Calvados Pays D'auge 15 Ans,Château du Breuil SAS,Bronze,,Calvados - XO - Pays d'Auge - 15 - 20 Year Old,,41,France,205575,506256,18d(i),Calvados,17104,3384,22,,Calvados
10050304,Calvados Roger Groult S.A.,On Line,Spirits,10197106,"Calvados Pays d'Auge ""Vénérable""",Calvados Roger Groult S.A.,Silver,,Calvados - XO - Pays d'Auge - 15 - 20 Year Old,,41,France,10050305,504583,18d(i),Calvados,18083,3601,22,,Calvados
10050304,Calvados Roger Groult S.A.,On Line,Spirits,10197107,Calvados Pays d'Auge 3 Ans d'Age,Calvados Roger Groult S.A.,Bronze,,Calvados - VS - Pays d'Auge,,40,France,10050305,504583,18b(i),Calvados,18080,3601,22,,Calvados
10168579,FAIR WINES LTD,On Line,Spirits,10168584,Alfred Morton Extra,FAIR WINES LTD,Silver,,Cognac - Extra,,40,France,10168580,10168581,19d(v),Cognac,11806,2429,22,,Cognac
112479,Louis Royer SAS,On Line,Spirits,10176360,Louis Royer Cognac Extra,Louis Royer SAS,Silver,,Cognac - Extra - Grande Champagne,,40,France,214124,507020,19d(i),Cognac,12682,2581,22,,Cognac
105845,Cognac Gautier SA,On Line,Spirits,10176423,Cognac Gautier Extra 1755,Cognac Gautier SA,Silver,,Cognac - Extra,,40,France,206226,506990,19d(i),Cognac,11607,2648,22,,Cognac
100032,A E Dor,On Line,Spirits,10176619,Vieille Reserve N°6 - Hors d'Age,A E Dor,Silver,,Cognac - Hors d'Age - Grande Champagne,,40,France,200033,10176602,19d(ii),Cognac,13416,2738,22,,Cognac
105838,THS Bache-Gabrielsen S.A.,On Line,Spirits,10192905,Bache-Gabrielsen Cognac Hors d'Age Grande Champagne,Maison Bache Gabrielsen & Cie,Silver,,Cognac - Hors d'Age - Grande Champagne,,40,France,206217,506977,19f(ii),Cognac,17143,3366,22,,Cognac
107708,E Rémy Martin & Cie,On Line,Spirits,10203701,Rémy Martin Club,E Rémy Martin & Cie,Silver,,Cognac - No Age Statement - Fine Champagne,,40,France,208231,10203698,19f(iv),Cognac,19030,3856,22,,Cognac
107708,E Rémy Martin & Cie,On Line,Spirits,10203703,Rémy Martin Carte Blanche à Baptiste LOISEAU- Merpins Cellar Edition,E Rémy Martin & Cie,Silver,,Cognac - Extra - Fine Champagne,,44.1,France,208231,10203698,19d(iv),Cognac,18930,3856,22,,Cognac
10140946,Distell,On Line,Spirits,10207668,Bisquit Interlude,Distell,Silver,,Cognac - Extra - Fine Champagne,,40,France,10205962,10205963,19d(iv),Cognac,19857,4003,22,,Cognac
105846,Cognac Godet,On Line,Spirits,10200250,Antarctica 50CL,Cognac Godet,Bronze,,Eau du Vie du Vin - Clear,,40,France,206228,506993,21d,Grape Brandy,18420,3668,22,,Eau du Vie du Vin
108833,Franz Bauer GmbH,On Line,Spirits,10167261,Bauer's ZirbenZauber,Franz Bauer GmbH,Gold,,Flavoured Spirit - Pine Cone,,35,Austria,209435,508120,34d,Asian Spirits,11411,2386,22,,Flavoured Spirit
10146367,Alte Hausbrennerei Penninger GmbH,On Line,Spirits,10191802,Haselnuss Spirituose,Alte Hausbrennerei Penninger GmbH,Bronze,,Flavoured Spirit - Hazelnut,,38,Germany,10146368,10146369,35c,Misc Spirits,16305,3217,22,,Flavoured Spirit
108833,Franz Bauer GmbH,On Line,Spirits,10167259,Bauer's JagerTee,Franz Bauer GmbH,Silver Outstanding,,Flavoured Spirits - Jägertee,,52,Austria,209435,508120,34d,Asian Spirits,11408,2386,22,,Flavoured Spirits
10092234,Grap'Sud,On Line,Spirits,10191797,Anis Distillé GM ,Grap'Sud,Silver,,Flavoured Spirits - Aniseed and Liquorice,,45,France,10092235,517067,35c,Misc Spirits,16279,3218,22,,Flavoured Spirits
107952,Emporia Brands Ltd,On Line,Spirits,10192084,Pastis Henri Bardouin,Distilleries et Domaines de Provence,Gold,,Flavoured Spirits - Aniseed,,43,France,208500,509565,34c,Asian Spirits,16897,3310,22,,Flavoured Spirits
10142887,Eifel-Destillerie P.J.Schütz,On Line,Spirits,10171854,Eifelgeist,Eifel-Destillerie P.J.Schütz,Silver,,Flavoured Spirits - Herbs and Spices,,47,Germany,10142888,10142889,34d,Asian Spirits,12417,2540,22,,Flavoured Spirits
10179080,K. Psychis and Sons Distillery,On Line,Spirits,10179086,Ouzo Of Chios Psychis Rempiko ,K. Psychis and Sons Distillery,Bronze,,Flavoured Spirits - Aniseed,,42,Greece,10179081,10179082,34d,Asian Spirits,12286,2843,22,,Flavoured Spirits
10181977,Gatsios distillery,On Line,Spirits,10181984,Ouzo Meltemi ,,Bronze,,Flavoured Spirits - Aniseed,,38,Greece,10181978,10181979,34d,Asian Spirits,14570,2984,22,,Flavoured Spirits
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10185117,Ouzo 38% ,Lidl Stiftung & Co Kg,Bronze,,Flavoured Spirits - Aniseed,,38,Greece,10185112,10185113,23a,Liqueurs,15278,3095,22,,Flavoured Spirits
10206501,Lexis Agency,On Line,Spirits,10206539,Ballantine's Brasil,Chivas Brothers,Bronze,,Flavoured Whisky - Citrus,,40,Scotland,10206502,10206503,23o,Liqueurs,19634,3959,22,,Flavoured Whisky
10197460,Norbert Karasek,On Line,Spirits,10197466,Norbert Karasek Birne Williams Christ,Norbert Karasek,Silver Outstanding,,Fruit Spirits - Macerated & Distilled - Pear,,42,Austria,10197461,10197462,20b(i),Fruit Spirits,17864,3549,22,,Fruit Spirits
10197460,Norbert Karasek,On Line,Spirits,10197468,Norbert Karasek Apfel Idared,Norbert Karasek,Silver,,Fruit Spirits - Macerated & Distilled - Apple,,41,Austria,10197461,10197462,20b(i),Fruit Spirits,17862,3549,22,,Fruit Spirits
10197460,Norbert Karasek,On Line,Spirits,10197470,Karasek Himbeer Strong,Norbert Karasek,Silver,,Fruit Spirits - Macerated & Distilled - Raspberry,,48,Austria,10197461,10197462,20b(iv),Fruit Spirits,17860,3549,22,,Fruit Spirits
10138559,The Helsinki Distilling Company,On Line,Spirits,10201485,Helsinki Tyrnipontikka,The Helsinki Distilling Company,Silver Outstanding,,Fruit Spirits - Fermented & Distilled - Sea Buckthorn Berries,,41.7,Finland,10138560,10138561,20a(iii),Fruit Spirits,18628,3739,22,,Fruit Spirits
116286,Brana,On Line,Spirits,10166608,Brana Eau de Vie de Clémentine Bio de Corse,Brana,Silver Outstanding,,Fruit Spirits - Macerated & Distilled - Citrus Fruit,,44,France,218226,520532,20b(vi),Fruit Spirits,11218,2349,22,,Fruit Spirits
10182703,Die Kleine Destillerie,On Line,Spirits,10182708,Monsieur Lapin Karottenschnaps,,Gold Outstanding,,Fruit Spirits - Macerated & Distilled - Carrot,,40,Germany,10182704,10182705,20b(v),Fruit Spirits,15049,3009,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10191924,Lörch Hocharomatischer Waldhimbeergeist,Bimmerle KG,Gold,,Fruit Spirits - Macerated & Distilled - Raspberry,,40,Germany,202780,503076,20b(iv),Fruit Spirits,16822,3298,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10191927,Lörch Nadorcott Mandarinen Geist,Bimmerle KG,Silver,,Fruit Spirits - Macerated & Distilled - Citrus Fruit,,41,Germany,202780,503076,20b(vi),Fruit Spirits,16815,3298,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10191928,Lörch Navelina Orangen Geist,Bimmerle KG,Silver Outstanding,,Fruit Spirits - Macerated & Distilled - Citrus Fruit,,41,Germany,202780,503076,20b(vi),Fruit Spirits,16816,3298,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10191929,Lörch Edles hocharomatisches Haselnuss Destillat Spirituose,Bimmerle KG,Gold,,Fruit Spirits - Macerated & Distilled - Hazelnut,,40,Germany,202780,503076,20b(vi),Fruit Spirits,16813,3298,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10192058,Zünftler Williams-Christ-Birnenbrand,Bimmerle KG,Silver Outstanding,,Fruit Spirits - Fermented & Distilled - Pear,,40,Germany,202780,503076,20a(i),Fruit Spirits,16726,3296,22,,Fruit Spirits
102609,Bimmerle KG,On Line,Spirits,10192059,Goldhauch Haselnuss Edeldestillat Spirituose,Bimmerle KG,Gold,,Fruit Spirits - Macerated & Distilled - Hazelnut,,40,Germany,202780,503076,20b(vi),Fruit Spirits,16717,3296,22,,Fruit Spirits
10203965,Szicsek Palinka Ltd,On Line,Spirits,10203971,Szicsek Premium Gypsy Cherry Palinka,Szicsek Palinka Ltd,Silver,,Fruit Spirits - Fermented & Distilled - Cherry,,44,Hungary,10203966,10203967,20a(ii),Fruit Spirits,19199,3858,22,,Fruit Spirits
10012329,Rhea Distilleries,On Line,Spirits,10176933,Fidalgo Premium Cashew Feni,Rhea Distilleries,Silver Outstanding,,Fruit Spirits - Fermented & Distilled - Cashewt,,43,India,10012330,10012331,20b(vi),Fruit Spirits,10977,2676,22,,Fruit Spirits
10012329,Rhea Distilleries,On Line,Spirits,10177803,Rhea Heritage Cashew Feni,Rhea Distilleries,Silver Outstanding,,Fruit Spirits - Fermented & Distilled - Cashew,,43,India,10012330,10177800,20a(vi),Fruit Spirits,10978,2677,22,,Fruit Spirits
113836,Nannoni Grappe SRL,On Line,Spirits,10200605,Acquavite di Albicocche ,Nannoni Grappe SRL,Silver Outstanding,,Fruit Spirits - Fermented & Distilled - Apricot,,40,Italy,215613,517553,20a(vi),Fruit Spirits,18522,3692,22,,Fruit Spirits
10158489,Hunter Public Relations,On Line,Spirits,10206333,Spritfabrikens Äppelbrandy FB,,Bronze,,Fruit Spirits - Fermented & Distilled - Apple - Wood Aged,,40.7,Sweden,10158490,10206330,20a(i),Fruit Spirits,19433,3907,22,,Fruit Spirits
105969,Thai Beverage Marketing Company Limited,On Line,Spirits,10201470,Meridian Brandy V.S.O.P.,Thai Beverage Marketing Company Limited,Silver,,Fruit Spirits - Fermented & Distilled - Pineapple - Wood Aged,,38,Thailand,10201464,10201465,20a(vi),Fruit Spirits,18652,3730,22,,Fruit Spirits
10201396,Ole Smoky Distillery,On Line,Spirits,10201401,Ole Smoky® Blue Flame Moonshine,Ole Smoky Distillery,Bronze,,Grain and Cane Spirit - 64%,,64,USA,10201397,10201398,36a,Other,18883,3782,22,,Grain and Cane Spirit
10004217,Braunstein Destillery,On Line,Spirits,10206369,Braunstein Øl snaps,Braunstein Destillery,Silver,,Grain Spirits - Wood Aged - 38-55%,,38,Denmark,10004219,10004221,36b,Other,19125,3837,22,,Grain Spirits
10206645,Russell Distillers Ltd,On Line,Spirits,10206650,Son of a Gun ,,Silver,,Grain Spirits - Clear - 40-52%+,,47.4,England,10206646,10206647,36a,Other,19365,3887,22,,Grain Spirits
10191683,Beverage Partners Finland Oy,On Line,Spirits,10191688,Puolustuslaitos Viinaa,Lignell & Piispanen,Silver,,Grain Spirits - Clear - 40-52%+,,40,Finland,10191684,10191685,36a,Other,16935,3323,22,,Grain Spirits
10185773,St. Kilian Distillers GmbH,On Line,Spirits,10185778,St. Kilian Distillers White Dog,,Silver,,Grain Spirits - Clear - 40-52%+,,43,Germany,10185774,10185775,36a,Other,15391,3069,22,,Grain Spirits
10185773,St. Kilian Distillers GmbH,On Line,Spirits,10185779,St. Kilian Distillers Turf Dog,,Bronze,,Grain Spirits - Clear - 40-52%+,,49,Germany,10185774,10185775,36a,Other,15394,3069,22,,Grain Spirits
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10187046,Altstädter Doppelkorn 38%,Eckerts Wacholder Brennerei GmbH,Silver,,Grain Spirits - Clear - 30-42%,,38,Germany,10185112,515547,36a,Other,15843,3136,22,,Grain Spirits
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10187047,Altstädter Korn 32%,Eckerts Wacholder Brennerei GmbH,Silver,,Grain Spirits - Clear - 30-42%,,32,Germany,10185112,515547,36a,Other,15842,3136,22,,Grain Spirits
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10187048,Weizenstolz Doppelweizenkorn 38%,Eckerts Wacholder Brennerei GmbH,Silver,,Grain Spirits - Clear - 30-42%,,38,Germany,10185112,515547,36a,Other,15846,3136,22,,Grain Spirits
112241,Lidl Stiftung & Co Kg,On Line,Spirits,10187052,Altstädter Klarer 30%,Eckerts Wacholder Brennerei GmbH,Silver,,Grain Spirits - Clear - 30-42%,,30,Germany,10185112,515547,36a,Other,15841,3136,22,,Grain Spirits
10172624,SIA Peldu bruzis,On Line,Spirits,10172629,Akmenlauzis grain spirit drink,SIA Peldu bruzis,Silver Outstanding,,Grain Spirits - Clear - 40-52%+,,40,Latvia,10172625,10172626,36a,Other,12279,2557,22,,Grain Spirits
10176374,Rebel Rabbet,On Line,Spirits,10176379,Rebel Rabbet Grain Spirit,Rebel Rabbet,Bronze,,Grain Spirits - Clear - 40-52%+,,44,Republic of Ireland,10176375,10176376,36a,Other,12754,2593,22,,Grain Spirits
10145181,ATOM Supplies Ltd,On Line,Spirits,10208087,St. George 2 Year Old (That Boutique-y Rye Company) ,ATOM Supplies Ltd,Bronze,,Grain Spirits - Wood Aged - 38-55%,,55,USA,10145182,10145183,36b,Other,19945,4015,22,,Grain Spirits
10093384,Aldi Stores Aust,On Line,Spirits,10167140,Baroque Brandy,Alepat Taylor,Silver,,Grape Brandy - Australia - Blended,,37,Australia,10093385,10133782,21d,Grape Brandy,11389,2379,22,,Grape Brandy
100733,Angove Family Winemakers,On Line,Spirits,10167809,St Agnes XO 15YO,Angove Family Winemakers,Silver,,Grape Brandy - Australia - XO - 15-40 YO,,37,Australia,200794,500924,21d,Grape Brandy,11210,2398,22,,Grape Brandy
100733,Angove Family Winemakers,On Line,Spirits,10167810,St Agnes XO Imperial 20YO,Angove Family Winemakers,Silver Outstanding,,Grape Brandy - Australia - XO - 15-40 YO,,40,Australia,200794,500924,21d,Grape Brandy,11453,2398,22,,Grape Brandy
100733,Angove Family Winemakers,On Line,Spirits,10167811,St Agnes XO Grand Reserve 40YO,Angove Family Winemakers,Silver,,Grape Brandy - Australia - XO - 15-40 YO,,43,Australia,200794,500924,21d,Grape Brandy,11552,2398,22,,Grape Brandy
100733,Angove Family Winemakers,On Line,Spirits,10167812,St Agnes VSOP 5YO,Angove Family Winemakers,Silver,,Grape Brandy - Australia - Pot Still - 5 YO,,37,Australia,200794,500924,21d,Grape Brandy,11551,2398,22,,Grape Brandy
119702,Vok Beverages,On Line,Spirits,10200197,Not Your Nanna's Brandy,Vok Beverages,Bronze,,Grape Brandy - Australia - Pot Still - No Age Stated - Cask Finish,,40,Australia,221921,10144145,21c,Grape Brandy,17728,3616,22,,Grape Brandy
119702,Vok Beverages,On Line,Spirits,10200198,Prime 5 Brandy ,Vok Beverages,Silver,,Grape Brandy - Australia - Pot Still - 5 YO,,40,Australia,221921,10144145,21c,Grape Brandy,17729,3616,22,,Grape Brandy
119702,Vok Beverages,On Line,Spirits,10200200,Black bottle XO Brandy ,Vok Beverages,Silver,,Grape Brandy - Australia - Pot Still - No Age Stated,,40,Australia,221921,10144145,21d,Grape Brandy,17722,3616,22,,Grape Brandy
119702,Vok Beverages,On Line,Spirits,10200201,Black Bottle 'Very Special Australian Brandy' ,Vok Beverages,Silver,,Grape Brandy - Australia - Pot Still - No Age Stated,,40,Australia,221921,10144145,21d,Grape Brandy,17721,3616,22,,Grape Brandy
106549,D'Aquino Bros. Pty Ltd,On Line,Spirits,10200593,St Helena Brandy,D'Aquino Bros. Pty Ltd,Bronze,,Grape Brandy - Australia - Blended,,37,Australia,206978,507827,21d,Grape Brandy,18707,3748,22,,Grape Brandy
10208230,Bass & Flinders Distillery,On Line,Spirits,10208235,Ochre - Premium Aged Brandy,Bass & Flinders Distillery,Bronze,Red,Grape Brandy - Australia - Pot Still - No Age Stated,,42,Australia,10208231,10208232,21d,Grape Brandy,18634,3946,22,,Grape Brandy
10197460,Norbert Karasek,On Line,Spirits,10197465,Norbert Karasek Grappa Merlot,Norbert Karasek,Silver,,Grape Brandy - Marc - Merlot - Austria,,39,Austria,10197461,10197462,21c,Grape Brandy,17863,3549,22,,Grape Brandy
102678,Black Sea Gold AD,On Line,Spirits,10171905,Rakia Burgas 63 Barrel,Black Sea Gold AD,Bronze,,Grape Brandy - Bulgaria - No Age Stated,,40,Bulgaria,202853,503159,21d,Grape Brandy,12373,2528,22,,Grape Brandy
102678,Black Sea Gold AD,On Line,Spirits,10171906,Rakia Burgas 63 Traminer,Black Sea Gold AD,Silver,,Grape Brandy - Bulgaria - No Age Stated,,40,Bulgaria,202853,503159,21d,Grape Brandy,12375,2528,22,,Grape Brandy
10003268,SIS Industries,On Line,Spirits,10177026,Karnobatska Grozdova,SIS Industries,Bronze,,Grape Brandy - Bulgaria - No Age Stated,,40,Bulgaria,10003269,10118205,21d,Grape Brandy,13428,2755,22,,Grape Brandy
10003268,SIS Industries,On Line,Spirits,10177027,Karnobatska Special Selection,SIS Industries,Silver,,Grape Brandy - Bulgaria - No Age Stated,,40,Bulgaria,10003269,10118205,21d,Grape Brandy,13429,2755,22,,Grape Brandy
10003268,SIS Industries,On Line,Spirits,10177028,SIS industries Perlova,SIS Industries,Bronze,,Grape Brandy - Bulgaria - No Age Stated,,40,Bulgaria,10003269,10118205,21d,Grape Brandy,13430,2755,22,,Grape Brandy
10122923,"Changyu Pioneer Wine Co., Ltd. Yantai China",On Line,Spirits,10201451,Changyu Koyac XO Brandy,"Changyu Pioneer Wine Co., Ltd. Yantai China",Silver,,Grape Brandy - China - XO,,40,China,10122924,10122925,21d,Grape Brandy,18533,3721,22,,Grape Brandy
10191398,BADEL1862 d.d.,On Line,Spirits,10191407,Korlat Travarica Barrique,BADEL1862 d.d.,Bronze,,Grape Brandy - Marc - Wood Aged - Croatia,,37,Croatia,10191399,10191400,21b,Grape Brandy,15465,3319,22,,Grape Brandy
10123587,Kamanterena winery,On Line,Spirits,10183624,Zivania Kamanterena,Kamanterena winery,Silver,,Grape Brandy - Marc - Cyprus - Zivania,,43,Cyprus,10123588,10040271,21c,Grape Brandy,14899,3029,22,,Grape Brandy
